iter	Passed	Remaining
685	286	130
686	286	130
687	286	130
688	287	129
689	287	129
690	287	128
691	288	128
692	288	127
693	288	127
694	288	126
695	289	126
696	289	125
697	289	125
698	290	124
699	290	124
700	290	124
701	291	123
702	291	123
703	291	122
704	292	122
705	292	121
706	292	121
707	293	120
708	293	120
709	293	120
710	294	119
711	294	119
712	294	118
713	295	118
714	295	117
715	295	117
716	296	116
717	296	116
718	296	116
719	297	115
720	297	115
721	297	114
722	298	114
723	298	113
724	298	113
725	299	112
726	299	112
727	300	112
728	300	111
729	300	111
730	301	110
731	301	110
732	301	109
733	302	109
734	302	109
735	302	108
736	303	108
737	303	107
738	303	107
739	304	106
740	304	106
741	304	105
742	305	105
743	305	105
744	305	104
745	306	104
746	306	103
747	306	103
748	307	102
749	307	102
750	308	102
751	308	101
752	308	101
753	308	100
754	309	100
755	309	99
756	309	99
757	310	99
758	310	98
759	311	98
760	311	97
761	311	97
762	312	96
763	312	96
764	312	96
765	313	95
766	313	95
767	313	94
768	314	94
769	314	93
770	314	93
771	315	93
772	315	92
773	315	92
774	316	91
775	316	91
776	316	90
777	317	90
778	317	90
779	317	89
780	318	89
781	318	88
782	318	88
783	319	88
784	320	87
785	320	87
786	320	86
787	321	86
788	321	86
789	322	85
790	322	85
791	323	84
792	323	84
793	323	83
794	324	83
795	324	83
796	324	82
797	325	82
798	325	81
799	325	81
800	326	81
801	326	80
802	326	80
803	327	79
804	327	79
805	327	78
806	328	78
807	328	78
808	329	77
809	329	77
810	329	76
811	330	76
812	330	76
813	330	75
814	331	75
815	331	74
816	332	74
817	332	74
818	333	73
819	333	73
820	333	72
821	334	72
822	334	71
823	335	71
824	335	71
825	335	70
826	336	70
827	336	69
828	336	69
829	337	69
830	337	68
831	338	68
832	338	67
833	338	67
834	339	67
835	339	66
836	339	66
837	340	65
838	340	65
839	340	64
840	341	64
841	341	64
842	341	63
843	342	63
844	342	62
845	343	62
846	343	62
847	343	61
848	344	61
849	344	60
850	344	60
851	345	59
852	345	59
853	345	59
854	346	58
855	346	58
856	346	57
857	347	57
858	347	57
859	348	56
860	348	56
861	348	55
862	349	55
863	349	55
864	349	54
865	350	54
866	350	53
867	350	53
868	351	52
869	351	52
870	352	52
871	352	51
872	352	51
873	353	50
874	354	50
875	354	50
876	354	49
877	355	49
878	355	48
879	355	48
880	356	48
881	356	47
882	357	47
883	357	46
884	357	46
885	358	46
886	358	45
887	359	45
888	359	44
889	359	44
890	360	44
891	360	43
892	360	43
893	361	42
894	361	42
895	362	42
896	362	41
897	363	41
898	363	40
899	363	40
900	364	40
901	364	39
902	365	39
903	365	38
904	365	38
905	366	37
906	366	37
907	366	37
908	367	36
909	367	36
910	367	35
911	368	35
912	368	35
913	369	34
914	369	34
915	369	33
916	370	33
917	370	33
918	370	32
919	371	32
920	371	31
921	371	31
922	372	31
923	372	30
924	372	30
925	373	29
926	373	29
927	374	29
928	374	28
929	374	28
930	375	27
931	375	27
932	375	26
933	376	26
934	376	26
935	376	25
936	377	25
937	377	24
938	378	24
939	378	24
940	378	23
941	379	23
942	379	22
943	380	22
944	381	22
945	381	21
946	382	21
947	382	20
948	382	20
949	383	20
950	383	19
951	383	19
952	384	18
953	384	18
954	384	18
955	385	17
956	385	17
957	385	16
958	385	16
959	386	16
960	386	15
961	386	15
962	387	14
963	387	14
964	387	14
965	388	13
966	388	13
967	388	12
968	389	12
969	389	12
970	389	11
971	389	11
972	390	10
973	390	10
974	390	10
975	391	9
976	391	9
977	391	8
978	392	8
979	392	8
980	392	7
981	393	7
982	393	6
983	393	6
984	394	6
985	394	5
986	394	5
987	395	4
988	395	4
989	395	3
990	396	3
991	396	3
992	397	2
993	397	2
994	397	1
995	398	1
996	398	1
997	398	0
998	399	0
999	399	0
